# Created by Octave 3.2.4, Fri Aug 26 11:09:19 2016 CEST <strawlab@flycube5>
# name: corresp
# type: matrix
# rows: 501
# columns: 7
 -0.228793762715575 -0.7460792642652665 -1.343912610133953 1 536 108.23077 1
 -0.2290163189333488 -0.7482046470776081 -1.344323706363456 1 536 108 1
 -0.2287181157357689 -0.7486430600251756 -1.34483987989125 1 536 107.7619 1
 -0.231820364352133 -0.7515497886459634 -1.345878696528247 1 536.79999 107.88571 1
 -0.2394562924827811 -0.7547869402374426 -1.346658202379062 1 537.70367 107.74074 1
 -0.2431537107156174 -0.7543623675952625 -1.346058334420546 1 538 108.0303 1
 -0.2567645711247253 -0.7610501367877351 -1.348195619537807 1 539.83331 108.05556 1
 -0.2685263459543062 -0.7633831371235482 -1.348206920418134 1 541 108.35484 1
 -0.272590655646526 -0.7673570640932748 -1.349006875646935 1 541.74194 108.25806 1
 -0.2818865373807519 -0.7704656522459195 -1.346104576570147 1 542.63892 108.41666 1
 -0.3029613464877715 -0.7572712776502432 -1.320480426535898 1 543.16132 111.58064 1
 -0.3137109193601662 -0.7499615594716791 -1.31041946668817 1 543.80646 113.32258 1
 -0.3247379298159838 -0.7414835063735065 -1.299254656721103 1 544 115.22222 1
 -0.3326816185236226 -0.7339946401930622 -1.289008588896871 1 544 116.58334 1
 -0.335971389072968 -0.7303182168270397 -1.285334763253229 1 544.33331 117.41666 1
 -0.3407073408393818 -0.7262544226564647 -1.27867500065167 1 544.45453 118.36364 1
 -0.3387654271511363 -0.7227657071900797 -1.279720084352462 1 544 118.33334 1
 -0.3395409900268239 -0.7103139171374828 -1.276025182446988 1 543.75757 120 1
 -0.3375905791843719 -0.6997819744446842 -1.272603445840678 1 543 121.28571 1
 -0.3443157882858728 -0.7134809581245318 -1.27629056332727 1 544.21429 119.71429 1
 -0.3702550907968194 -0.74460706419286 -1.277364623452814 1 548 117.7037 1
 -0.3976753899940598 -0.77775648066102 -1.283551433333193 1 552.47058 115.58823 1
 -0.4288130958471111 -0.8090365404157662 -1.289050364462634 1 557 113.56522 1
 -0.4691888046201475 -0.8451198579246172 -1.288300575174331 1 563 112.08334 1
 -0.4903101253103568 -0.8596244186953791 -1.292217047487435 1 566 111.47059 1
 -0.5104137614084897 -0.8643453984438872 -1.287420536867645 1 568 112.34483 1
 -0.54760421486057 -0.8786840366446305 -1.281362967546788 1 572.72412 113.20689 1
 -0.5712349643079838 -0.8848627791596794 -1.27765652549863 1 575.21429 113.71429 1
 -0.6161428943257343 -0.909579736620722 -1.254186404217519 1 580.48651 114.45946 1
 -0.6384137752498109 -0.9209902283671414 -1.236555726313903 1 582.85364 114.97561 1
 -0.6598269464593861 -0.9350259997058722 -1.21760860325522 1 585 115.27586 1
 -0.6808948841948353 -0.945348166380697 -1.195919435162443 1 587 115.9697 1
 -0.7016755544071426 -0.9533782706432605 -1.171330409009588 1 589 117.31429 1
 -0.7251902895193156 -0.9626849499529709 -1.14354030634029 1 591.1579 118.5 1
 -0.7643878065084482 -0.9935957910938726 -1.109445750493872 1 596 118.43243 1
 -0.7861557732991654 -1.005770654793635 -1.082350109260139 1 598.19446 119.44444 1
 -0.8049875097906833 -1.030111739805393 -1.069583013301252 1 601 118.125 1
 -0.8252025473352145 -1.044257600027715 -1.04807402031025 1 603.55817 118.46512 1
 -0.8404771559042905 -1.058234977190568 -1.030210859116467 1 605.48889 118.46667 1
 -0.8599921490229433 -1.079727798597572 -1.01148449431927 1 608.17499 117.65 1
 -0.8823264678553245 -1.096175747943838 -0.9830465343830225 1 611 118.09091 1
 -0.8969612589700887 -1.096901569235199 -0.9553802281482439 1 612 119.97778 1
 -0.916886701631269 -1.107268394681401 -0.9269625164097947 1 614 121.34146 1
 -0.9303851812847607 -1.115569920850564 -0.9063267425469501 1 615.76923 121.96154 1
 -0.9486584951921747 -1.123091254914028 -0.8815949379643326 1 617.6326299999999 123.36735 1
 -0.9705381373696943 -1.137998744252657 -0.8489518555902374 1 620.25928 124.11111 1
 -0.9881366611717839 -1.145192910423753 -0.8219370604219374 1 622 125.35 1
 -1.004859336366663 -1.149686318800947 -0.790900555025179 1 623.66071 127.41071 1
